hfpxzc href,aoRNLd src,DUwDvf,F7nice,Io6YTe,DkEaL,o0Svhf
https://www.google.com/maps/place/%E4%B8%89%E5%B3%BD%E9%BE%8D%E5%AD%B8%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681c754c157877:0xada5db9ee966f29b!8m2!3d24.9437244!4d121.3773127!16s%2Fg%2F11hd76shcl!19sChIJd3gVTHUcaDQRm_Jm6Z7bpa0?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBYgnqLsZaKBx2kJfBn8nXil_l15Dtc4UKuP-pl69-CWGuaHGYIuwuQzS2OiIiqca9FymgmCCWdpuhGkSicL4xxb43NPsj_jSU4xrUG3IcxD67rirKstp9BSysXIttIwpbmTWpbg=w408-h306-k-no,三峽龍學公園,4.4,237新北市三峽區學成路與號大德路交界,三峽龍學公園,"24 小時營業
"
https://www.google.com/maps/place/%E8%BF%AA%E5%8C%96%E6%B1%A1%E6%B0%B4%E8%99%95%E7%90%86%E5%BB%A0%E9%99%84%E8%A8%AD%E4%BC%91%E9%96%92%E9%81%8B%E5%8B%95%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a9369305ecd5:0x792b1376753da607!8m2!3d25.0743921!4d121.5102264!16s%2Fg%2F11gz794b5!19sChIJ1ewFkzapQjQRB6Y9dXYTK3k?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuCrp0iKQm_uSF0YhbwMRDAUI8KTnf-igtJhLqgHaUtnySPj6XGR0z3gi-om8RlSq60azWpUVcqs3hFHDYsx5ZhMYWQpgJTCysohFG16oYCYXBJYw9W4ZLfaUNNRAYqfPUyHY-xg=w408-h272-k-no,迪化污水處理廠附設休閒運動公園,4.3,103臺北市大同區延平北路四段179號,迪化污水處理廠附設休閒運動公園,"24 小時營業
"
https://www.google.com/maps/place/%E6%9D%BF%E6%A9%8B%E5%9B%9B%E7%B6%AD%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a9f610a0d301:0xffa5de8999b44b30!8m2!3d25.025352!4d121.4633838!16s%2Fg%2F1tvrxdmf!19sChIJAdOgEPapQjQRMEu0mYnepf8?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-30wud8nekN8QQExtE6u0tdthY7enkOrD6lk0G4g0JGUpVlPpl3tSZIDDmj9KTxFIYi4rOYsd5PIWmppjQFzM-dWQa1gyOhwEmCNfRA0A-OPI1qwPa232AydYL5AqABzulFmV=w408-h306-k-no,板橋四維公園,4.1,220新北市板橋區陽明街172號,板橋四維公園,"24 小時營業
"
https://www.google.com/maps/place/%E8%98%86%E6%B4%B2%E7%92%B0%E6%B2%B3%E5%85%AC%E5%9C%92%28%E7%B7%9A%E5%9E%8B%E5%85%AC%E5%9C%92%29/data=!4m7!3m6!1s0x3442af4cf86b268f:0x7d0b2a5f4c7607ea!8m2!3d25.0958188!4d121.4605224!16s%2Fg%2F11f39yc_w2!19sChIJjyZr-EyvQjQR6gd2TF8qC30?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZoRItLcRvkJ2DfEWNSD5dGmeAfdTNRt4f-h-MhvtIzK2mhd30vMBBxPUePDdD5Nig9Mg5U79PMEn-CrgT2jyrNBF895oYnfoeKGtNbBLV3QnUBiaq3-ellHcDQQ39e8UZX0m5EQ=w408-h544-k-no,蘆洲環河公園(線型公園),4.1,247新北市蘆洲區中正路509巷509-10號,蘆洲環河公園(線型公園),"24 小時營業
"
https://www.google.com/maps/place/%E6%A8%82%E6%B4%BB%E5%85%AC%E5%9C%92%E6%8D%B7%E9%81%8B%E4%B8%BB%E9%A1%8C%E5%85%B1%E8%9E%8D%E5%BC%8F%E9%81%8A%E6%A8%82%E8%A8%AD%E6%96%BD/data=!4m7!3m6!1s0x3442a773d63f4ae5:0x671e484c7f5fc227!8m2!3d25.0664254!4d121.3711622!16s%2Fg%2F11fj1rg1_3!19sChIJ5Uo_1nOnQjQRJ8Jff0xIHmc?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuIzz60B7RvFY52iAYKDMA3JgiDu0EMIbfAiL3eh4ZsCezfyTVUplc-UuziX4UGgEB9jexbr61UZ7KDsLV9PStoVy3R-FMJ4NtI9mH_zScGHtHatxqTl-TONS-GUIKhqX1RCvJqw=w408-h306-k-no,樂活公園捷運主題共融式遊樂設施,4.3,244新北市林口區忠孝路616巷26號,樂活公園捷運主題共融式遊樂設施,
https://www.google.com/maps/place/%E7%A6%8F%E6%9E%97%E5%85%AC%E5%9C%92%E5%85%B1%E8%9E%8D%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442aea23598cf8f:0xbe7fdf9c94740cee!8m2!3d25.0956592!4d121.529945!16s%2Fg%2F11qf_ywckj!19sChIJj8-YNaKuQjQR7gx0lJzff74?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNwiJdji0quh5VdFMfKEcnQjf2lzt8q8mFNEWUD1Xv535ncd2id_P4JcZqiFUFqd2mk0IhEeawaSg-9p-kiAra7VTRliThvnAoLmOIKlcN8sZSwZXlZ83PM0Ik9veXybVTFMs=w426-h240-k-no,福林公園共融遊戲場,4.4,111臺北市士林區中山北路與號福林路交叉口,福林公園共融遊戲場,"24 小時營業
"
https://www.google.com/maps/place/%E6%96%B0%E8%8E%8A%E6%A3%92%E7%90%83%E4%B8%BB%E9%A1%8C%E5%85%B1%E8%9E%8D%E5%BC%8F%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a9317304f22f:0x3e6fed953c560383!8m2!3d25.0422322!4d121.4482094!16s%2Fg%2F11g4hq3km0!19sChIJL_IEczGpQjQRgwNWPJXtbz4?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiart-Luo5tE5cN0lKecNQuzIE76y1E7R95MXqPTxQHLueCma7nBhvPXOBmSKmx2ig5reouD0Pt8JC9K5vK_R5ze_mAr0kLJ6KZeFFSWgvU0OFjL3DXG1XT1xh1-9WsYAn3dWbrQ=w408-h306-k-no,新莊棒球主題共融式公園,4.4,242新北市新莊區和興街66號,新莊棒球主題共融式公園,"24 小時營業
"
https://www.google.com/maps/place/%E5%90%8C%E5%AE%89%E8%A6%AA%E5%AD%90%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681fb16deeb2f3:0xc92f395c0c30e1fa!8m2!3d25.0168648!4d121.3016501!16s%2Fg%2F1tf3x33n!19sChIJ87LubbEfaDQR-uEwDFw5L8k?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzo2iEhAUemjnn9ozsuDHVFGuQgWlOz3yqWtMrAWfVg_zB152JFZLHYEVM4d1tfrx3HT0PXVM1KejKazTAoTBequcqftWHqQcUo6pbqwvVSvB80-MoyjEkV44CMaJaaL3EN4D96gw=w408-h306-k-no,同安親子公園,4.3,330桃園市桃園區新埔六街140號,同安親子公園,"24 小時營業
"
https://www.google.com/maps/place/%E5%A4%A7%E4%BD%B3%E6%B2%B3%E6%BF%B1%E5%85%AC%E5%9C%92%E5%85%B1%E8%9E%8D%E5%BC%8F%E9%81%8A%E6%A8%82%E5%A0%B4/data=!4m7!3m6!1s0x3442a9553b66f23b:0xf3fa73cb69dcb330!8m2!3d25.0745264!4d121.5349418!16s%2Fg%2F11dxm7tlb1!19sChIJO_JmO1WpQjQRMLPcactz-vM?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCkAg9e79RmsENpfEgdMGuxNRMZ7krweouneZpYlkQGW4qc0PpzRDOSgC5IQB4_LxqpsjEwMakaByHAJSjn1r8DLk_pj67ydxvRa1033G0OZrlVxyDtJfm9c_d7Twlu_R_4UoEPQ=w408-h306-k-no,大佳河濱公園共融式遊樂場,4.5,10491臺北市中山區濱江街101號,大佳河濱公園共融式遊樂場,"24 小時營業
"
https://www.google.com/maps/place/%E5%BB%BA%E6%88%90%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a96bea1c5827:0xea84aa56ac1c1b47!8m2!3d25.0543556!4d121.5187464!16s%2Fg%2F155pp9rg!19sChIJJ1gc6mupQjQRRxscrFaqhOo?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwX9bp_rQqBzwLbmdzCtbr3CAneCmVrTJjXQqm1qhe9nYz1a1QseXYPBa33DQIon7mxD2n2TrHrVtIGGfWNGu90c1ujroa_VApZmld2ei4yCVAuqbX_ATrVohjG6f68c-Cf-DPzhQ=w408-h408-k-no,建成公園,4.3,103臺北市大同區承德路二段35號號旁,建成公園,"24 小時營業
"
https://www.google.com/maps/place/%E5%BD%A9%E8%99%B9%E5%85%92%E7%AB%A5%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a8b45c018fd9:0xc3ec369e7309170c!8m2!3d25.0885986!4d121.4649822!16s%2Fg%2F1tf2_275!19sChIJ2Y8BXLSoQjQRDBcJc5427MM?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDBpXjU6WSqykmGxvNKuhqRXWQpfqtzsp2JzHvmKjVxtSr_yAAbUhdpNC0huPqXxIN0lvycyCd2DSPgScuuZLGJWlngFQEfTSEhFRKM6H6SCedeTvviNJQYSaJjdXbeCrpqIm3Dg=w408-h302-k-no,彩虹兒童公園,4.2,247新北市蘆洲區光榮路120巷8弄,彩虹兒童公園,"24 小時營業
"
https://www.google.com/maps/place/%E7%BE%8E%E5%B4%99%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442aebee39b1907:0x45383dce4b2c7773!8m2!3d25.0972582!4d121.5173836!16s%2Fg%2F1v2kv45q!19sChIJBxmb476uQjQRc3csS849OEU?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrM3dG0a33durmXFDiiQD9YlSnPVKHEpiBXOOwGx6d3n--_hjSQGnmdKzeRt7XqH1Oqkl67iMa9VrltqgOrEyANkHPzPA3onAahigTOVe_jBKIcv3DSKEwhnDy7d_7Rzib0oa2=w408-h306-k-no,美崙公園,4.3,111臺北市士林區美崙街152巷16號,美崙公園,"24 小時營業
"
https://www.google.com/maps/place/%E6%9D%B1%E5%92%8C%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ae7edd902289:0x19ff01e50b222fd0!8m2!3d25.1224372!4d121.5336328!16s%2Fg%2F1tjhvb_s!19sChIJiSKQ3X6uQjQR0C8iC-UB_xk?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNx4tjc0yqWO27KemkTm-V0jrRmx1CCk7m9vjyiQvWvnMdrD4jK5cszjYSjVM7DjMgKlqbfDzHVFgus4vDmOp79AC5dz6kDUznry0TWAfV7h447T-4c2GNEdVnSUXlhWPvInjN=w408-h306-k-no,東和公園,4.3,111臺北市士林區中山北路七段114巷23-13號,東和公園,"24 小時營業
"
https://www.google.com/maps/place/%E4%B9%9D%E4%B8%89%E8%A6%AA%E5%AD%90%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a907efad3ed1:0x3d0b9cb5094e4c17!8m2!3d25.0830895!4d121.4783403!16s%2Fg%2F11f77b3x6r!19sChIJ0T6t7wepQjQRF0xOCbWcCz0?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUyA4PJgHFE7z78L7C3yIoKfZZQCxz2KyhAO0gXqtzLiPnNTQu4m9LgUjOUAu6x0-lD3rnBSz4baEa4-EB-p_eq3H8Z2Y856B2H3ybDalo8h9JKHd-pwt7-M85iSFoOMslVeDITg=w426-h240-k-no,九三親子公園,4.3,247新北市蘆洲區三民路26巷40弄,九三親子公園,"24 小時營業
"
https://www.google.com/maps/place/%E5%A4%A9%E6%AF%8D%E9%81%8B%E5%8B%95%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ae810a87b407:0xf38a2aa01372875d!8m2!3d25.1148777!4d121.5342422!16s%2Fg%2F155r2m6j!19sChIJB7SHCoGuQjQRXYdyE6AqivM?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrDJ0f9XrDu8BxC-7dRAJrMaHMfAyCBHCT2hkO1nTCQDr0UUj2sMZQafk90OvpSUBjP-Vou9M1hWMuEFYNo4UQeMgnXuuAiu10JAXb3X9DJuZvhddCrotIVdNfWvwDrQGWLNyb=w408-h306-k-no,天母運動公園,4.5,111臺北市士林區忠誠路二段,天母運動公園,"24 小時營業
"
https://www.google.com/maps/place/%E9%A2%A8%E7%A6%BE%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681f0961d89e8d:0xbb5d2a426e7c3600!8m2!3d25.0016072!4d121.2912472!16s%2Fg%2F11cr_dbbby!19sChIJjZ7YYQkfaDQRADZ8bkIqXbs?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ5hQ3TrLzDoY-K29agA8inv6pFuI7NSUFPpdgmHaI_ChOjwGU3VSvRfjiQPk3cA69GarDfHzrLSaCV_MmOE4x7eDDhxJWZa4_0fKY36RreQl-LORL8krmymHR1PVy-EN7CPsr=w408-h263-k-no,風禾公園,4.4,330桃園市桃園區慈文路688號,風禾公園,"24 小時營業
"
https://www.google.com/maps/place/%E6%9E%97%E5%8F%A3%E2%80%A2%E4%B8%80%E5%93%81%E5%85%AC%E5%9C%92+%28%E6%BB%91%E8%BB%8C%E5%85%AC%E5%9C%92%29/data=!4m7!3m6!1s0x3442a6eeb38fb943:0xe2c2dd8ed5830825!8m2!3d25.0838859!4d121.3828283!16s%2Fg%2F11b7xm3k11!19sChIJQ7mPs-6mQjQRJQiD1Y7dwuI?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy274aoSyv0J_fvFbUiij7UoNYiVQsIuI-BlJovfgbIztagdC2LLmbUsgYeC9XaBgHgtpjNEcFqte23AqWQ-621oXOW3D1a5kYLDC1MSIzBBQnxB9YZrbEKCuoLF4NJD77Z2Ljb=w408-h276-k-no,林口•一品公園 (滑軌公園),4.3,244新北市林口區中北三街287-309號,林口•一品公園 (滑軌公園),"24 小時營業
"
https://www.google.com/maps/place/%E4%BA%94%E8%82%A1%E9%AB%94%E5%81%A5%E9%98%B2%E7%81%BD%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442af5096579b83:0xa7f28f705c8b5451!8m2!3d25.1037826!4d121.4536063!16s%2Fg%2F11g01_zrwx!19sChIJg5tXllCvQjQRUVSLXHCP8qc?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUWoHabpZSJEJbfA_ecVhWEuA68Q7NVMm-URPMcOl_MceibmLZ50Xqd-sFVYTslgsodomH5KD5DnXkpQtpbUAvsHMOQFVV08Odtp8r-C2ixN5mSDQjUXj9rk1yMEMg2YEFFrrY=w426-h240-k-no,五股體健防災公園,4.3,248新北市五股區成泰路三段成洲八路,五股體健防災公園,"24 小時營業
"
https://www.google.com/maps/place/%E7%99%BD%E9%9B%B2%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442abb8eaa00aaf:0x15aed5f1370f3ec3!8m2!3d25.0466066!4d121.6177325!16s%2Fg%2F11gvzk5pyj!19sChIJrwqg6rirQjQRwz4PN_HVrhU?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDk1bvpV9BJ0ZGXEz2dXQev29HUWcpUq3sR_tgpQ0wDSdeWo5Q4QequmqhxWMqDmPOMWJ241-EABxbAdZmfaKXfWPPc8DbH08Yj_hJSH-YfGcVzI8WPOQ7dIzmLKjFpIH87uVd=w408-h306-k-no,白雲公園,4.5,221新北市汐止區福山街62巷,白雲公園,"24 小時營業
"
https://www.google.com/maps/place/%E6%9E%97%E5%8F%A3%E6%A8%82%E6%B4%BB%E5%85%AC%E5%9C%92%EF%BD%9C%E6%8D%B7%E9%81%8B%E4%B8%BB%E9%A1%8C%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a71f7c3f417d:0xebcdf6fe58a7e2de!8m2!3d25.0670323!4d121.3693384!16s%2Fg%2F11c30s7ph_!19sChIJfUE_fB-nQjQR3uKnWP72zes?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEbb_ZNdlv7alEr2qOqA9Ivwu8UKi1DQ8ZTqx_4qiqeoUTsNbtAz_AOrCVogMd1Yl7MlaFR-LNqoVT172LSyynhuz2VAlU12C7aHgwVMvN_bZFKNDvHbr5mfYurn8ZhspSHDQ7pQ=w408-h306-k-no,林口樂活公園｜捷運主題公園,4.4,244新北市林口區忠孝路616巷27-5號,林口樂活公園｜捷運主題公園,"24 小時營業
"
https://www.google.com/maps/place/%E5%A4%A9%E6%AF%8D%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ae7bd982bb1f:0xa336236d8216b6c9!8m2!3d25.1257572!4d121.5304787!16s%2Fg%2F1pv0yzv4!19sChIJH7uC2XuuQjQRybYWgm0jNqM?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTn1rNr9pI_N8yc9URRO0YOyKpWkSQnzez8LaNS_OV03GJDZ1ZC1s_ZuVB5tBNum4wuOxjHgMoSuvYFAoR2uTv7Vg7FyHXcVrM8mgo4HrgGNaEMDXB9DZNh1TLkhSrfzTEaP7FGA=w408-h306-k-no,天母公園,4.4,111臺北市士林區中山北路七段141巷旁號,天母公園,"24 小時營業
"
https://www.google.com/maps/place/%E5%90%8C%E5%AE%8935%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a91bd0caf6d1:0x7a0edecc726f7786!8m2!3d25.0588525!4d121.5008182!16s%2Fg%2F11c0qh0mtd!19sChIJ0fbK0BupQjQRhndvcszeDno?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKKKtkFV9x27sORJqZ4TbfpFEqc2lhbIhhUY6JKwJUCBZyL_oHtJHjSDa9DRYmRustXdoA3Dxh3S8wv_S3_NwDc8iSy7y-TfpU-_oBA8IhsLZZDFGsv0p-507ktuQ_REjZQ5s=w408-h306-k-no,同安35公園,4.2,241新北市三重區文化南路& 福德南路,同安35公園,"24 小時營業
"
https://www.google.com/maps/place/%E5%9C%B0%E7%90%83%E6%97%85%E8%A1%8C%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442a9513642f7ab:0xeb93dba60fc229c4!8m2!3d25.0699492!4d121.5308227!16s%2Fg%2F11rn4jhrwn!19sChIJq_dCNlGpQjQRxCnCD6bbk-s?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxedSbZHx7UPtRztSwpHnESr069p09Sv_i-DljGNVrlt49671luzOxlkyKsTQmgej9ibxsxGOJxySfZxYGIh9VDgn9EcuWQaDKfpeg02AIuGB_RCCiol3uqzm566jdeFA1X7qZr=w408-h306-k-no,地球旅行遊戲場,4.7,10491臺北市中山區新生北路三段105號,所在地點：花博公園新生園區,"24 小時營業
"
https://www.google.com/maps/place/%E5%A4%A7%E6%B8%AF%E5%A2%98%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ac7b371dda0f:0x6bd74b84d78cdbb7!8m2!3d25.0775391!4d121.5732083!16s%2Fg%2F11fxz96mz3!19sChIJD9odN3usQjQRt9uM14RL12s?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyt4ko7VYibX1ojCn5qJOJYlxZHPhAOy_S6kGVstJjeTFOUyIkFPn_r1iJSJqvml4enqryuk5Nv5MTr0IzX1C5RiXR6DtrY8k1aP0X1wVbgQS2uEw40BZgx4p1Fe1v2WPzRZ9kL=w408-h544-k-no,大港墘公園,4.4,114臺北市內湖區瑞光路391號,大港墘公園,"24 小時營業
"
https://www.google.com/maps/place/%E6%A8%B9%E5%BE%B7%E5%85%AC%E5%9C%92%E5%85%B1%E8%9E%8D%E5%BC%8F%E5%85%92%E7%AB%A5%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442a947a749e599:0xf0a82018186394e8!8m2!3d25.0669988!4d121.5162361!16s%2Fg%2F11gfg_gvnt!19sChIJmeVJp0epQjQR6JRjGBggqPA?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFXuOS8N7c1BDE-oe0olu2gzYyMmBvPYgUMWFt0CursArGRiCe6yHqnYMD9Ppa1oU1U7df6jhlyZawoUzIfBL3esuhbUDVP5qvBBk2FWe1B9_g462ooB2cTTMoNZxs-o9DxdVg=w426-h240-k-no,樹德公園共融式兒童遊戲場,4.0,103臺北市大同區大龍街129號,樹德公園共融式兒童遊戲場,"24 小時營業
"
https://www.google.com/maps/place/%E7%8E%89%E6%88%90%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ab6e51bb92c3:0x1be07e454051552a!8m2!3d25.0425634!4d121.5848487!16s%2Fg%2F119wkhtps!19sChIJw5K7UW6rQjQRKlVRQEV-4Bs?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBlhVHNUXZgBzUtdQdWNW_ZgVVR_xHLhfSZUqmRONUMFvGl22duY2U5VJzZFKuaMuh7P-1PeAxfsVsHIH_WMMZLGBMQNa3tal4vxRnvKq-hmRziJtU23EGtL93MfiiJ0YaoVk=w408-h306-k-no,玉成公園,4.2,115臺北市南港區中坡南路55號,玉成公園,"24 小時營業
"
https://www.google.com/maps/place/%E6%98%8E%E7%BE%8E%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ab7e5eee1c09:0x1b890fde21f019e9!8m2!3d25.0610936!4d121.58672!16s%2Fg%2F11b700vg20!19sChIJCRzuXn6rQjQR6RnwId4PiRs?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5pc0OgaQ5o8rMUagpFkLQ_CnigkVa9M_WL_0x9IbS_RAVIMwcxPK5L8NDoSvjnAIURsI0L2DIojvg3bJQHgbYojfBGRNfdmWiLj9XmMVnaj4UiwXxSJg4ENr0ytjfyKBRjyyC=w408-h306-k-no,明美公園,4.3,114臺北市內湖區南京東路六段,明美公園,"24 小時營業
"
https://www.google.com/maps/place/%E8%8F%AF%E5%B1%B1%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a96e393ba95d:0x5fc60ed5ae832ed5!8m2!3d25.0481838!4d121.5220179!16s%2Fg%2F1tjdtm16!19sChIJXak7OW6pQjQR1S6DrtUOxl8?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmDR9MBFsyftcRW8gxDXjRV0uT8yCqTYsflvt0b6ig-G0vxvl5c5CHFH-Okdi4oCayzrhbFRA-MB6_oqq8PjrJNdACUwWjVZVqatU0FY-odRsdPz7b7QeaAIfjz2giItM6v-9V=w408-h306-k-no,華山公園,4.2,10491臺北市中山區市民大道,華山公園,"24 小時營業
"
https://www.google.com/maps/place/%E5%A4%A7%E6%B8%AF%E5%A2%98%E5%85%AC%E5%9C%92%E5%85%B1%E8%9E%8D%E5%BC%8F%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442ad5d0beb54ff:0xabb69ca2554a022a!8m2!3d25.0782154!4d121.5736264!16s%2Fg%2F11g07spjxp!19sChIJ_1TrC12tQjQRKgJKVaKctqs?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJnzUj_9mTtBzgb6duok9z1pnTe3etpnyW_D7exIrv9YjSeEoGiBu3FAHD_EGGYYO1oJNK3h8R7j3d77tNDqHafg30mOxrc-ELqv6uCbNQ6eUcaVJnNg5I4uukFZXv421DoG5Erg=w408-h296-k-no,大港墘公園共融式遊戲場,4.6,114臺北市內湖區瑞光路391號,大港墘公園共融式遊戲場,"24 小時營業
"
https://www.google.com/maps/place/%E5%AF%8C%E8%B2%B4%E7%B6%A0%E5%9C%B0%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a830e757922f:0x8064ef3680238cb5!8m2!3d25.0177848!4d121.4823525!16s%2Fg%2F11g020z1w_!19sChIJL5JX5zCoQjQRtYwjgDbvZIA?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfVNePyWUKuROCJr4S3uJvcb-kMq1m_q-coU2yR4EHnfmoDGs1smLIOed0EwMXnCCgxJuHkpEJAbcoHd3kA8d2p2Fc_6aEtf3kNdawbWK6Q7jweeIO03S1bDIecKC9P9GJ-bhfJg=w408-h306-k-no,富貴綠地公園,4.2,220新北市板橋區,富貴綠地公園,"24 小時營業
"
https://www.google.com/maps/place/%E8%B2%B4%E5%AD%90%E5%85%92%E7%AB%A5%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a7c097481a43:0xd436ad9f43e2b328!8m2!3d25.0418993!4d121.4235622!16s%2Fg%2F11cst0sld7!19sChIJQxpIl8CnQjQRKLPiQ5-tNtQ?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSww1Y61V7a5avisJPLaI9Ndbt5FiKrEBjWqtvpptxYq54HJgiXUNgR8H_4VzM9j0Nt4u1XYJYzx3iH3m15zkIHWafVa6OMEasV5RE613m0gHTUqYMqdnbKIuGN1TF_JaIzhdg=w408-h306-k-no,貴子兒童公園,4.4,243新北市泰山區明志路三段74巷28弄24號,貴子兒童公園,"24 小時營業
"
https://www.google.com/maps/place/%E8%88%88%E5%8C%96%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a89111a64569:0x77265f8b790fbdb0!8m2!3d25.064948!4d121.4608406!16s%2Fg%2F11h0z322f!19sChIJaUWmEZGoQjQRsL0PeYtfJnc?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMDXOnJPZ6mg0mU_agbgKB6W9OJTsx2SW9j_N9dr-6V_m52RSy7FXbIUDKaSqJs5NoDIuuF3OUGzVG7cRfTqu96rN1qVLB6MlB5ZrT2zkTg1V0p729GIvT-Cxrj9ow0GTN3XUJBYwOPz0=w408-h306-k-no,興化公園,4.2,242新北市新莊區五工三路50巷,興化公園,"24 小時營業
"
https://www.google.com/maps/place/%E6%9D%B1%E9%99%BD%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ab63b6ac9bc9:0x8ae0a09227b2fde6!8m2!3d25.0578519!4d121.5980076!16s%2Fg%2F11c1nx2cbw!19sChIJyZustmOrQjQR5v2yJ5Kg4Io?authuser=0&hl=zh-TW&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbhJW6GyIAmKV_TBpA3bGjgPiLRpyc9VLJNne1UlYs7EWfy4DsOR_BieE2vlr5PSMiBSgXMI6zsFOcr9Un_jv9NcNPvvsblrCosU15IlMEah35SfS6h1ex5FFB2V5KS7ylBU3Z=w408-h306-k-no,東陽公園,4.4,115臺北市南港區重陽路187巷6號,東陽公園,"24 小時營業
"
