fontTitleLarge,google-symbols,bYkqId,wNNZR,hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),doJOZc,W4Efsd (3),W4Efsd (4),W4Efsd (5),FQ2IWe src,Jn12ke src,ah5Ghc,ah5Ghc (2),ah5Ghc (3),W4Efsd (7),ah5Ghc (4),ah5Ghc (5),ah5Ghc (6),ah5Ghc (7)
,,,,https://www.google.com/maps/place/%E5%89%8D%E6%B8%AF%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442aeb13e58f913:0x76761860abf001f5!8m2!3d25.0858235!4d121.520253!16s%2Fg%2F1tgg7nvm!19sChIJE_lYPrGuQjQR9QHwq2AYdnY?authuser=0&hl=zh-TW&rclk=1,前港公園,4.3,"(2,491)",公園,·,,·,前港街華齡街,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwEUwlm6a3hAaD1d96fM05dWDaj1k5vmC2uTsf5z-exbudV2MOJdRib_4XKZJmhffiBrJTA7FxUXfdm4jjbzW50pG005XaYZg8x283a_sUbOBLvakDH-XeCK_V0QkkeiBTqxYJMBg=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""藍天草地榕樹，松鼠鴿兒飛舞，還有孩子最愛",滑梯,"，老人運動場所""",,,,,
,,,,https://www.google.com/maps/place/%E5%A4%A9%E5%92%8C%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ae7fab3edddd:0xf048ad13c5282cdf!8m2!3d25.1207142!4d121.5342254!16s%2Fg%2F1tgw_qlx!19sChIJ3d0-q3-uQjQR3ywoxROtSPA?authuser=0&hl=zh-TW&rclk=1,天和公園,4.4,"(1,939)",公園,·,,·,中山北路七段14巷72-74號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylcETGhnALmXQqK9l74dfcTvs4EFZ2w2sJR9R8Tmwl4szzlYxICp8U1KVDRDnh3OJp2cqkCLAZD_OiK3oyj2ayqLEibaK1Kp-5uW1LzE3pjfnzDeABgGfiiUT-DJTOeQ_pMxi0=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""",溜滑梯,"蠻高的有趣又好玩，十分適合親子在此休憩""",,,,,
,,,,https://www.google.com/maps/place/%E5%B1%B1%E6%B0%B4%E7%B6%A0%E7%94%9F%E6%85%8B%E5%85%AC%E5%9C%92+%E5%85%92%E7%AB%A5%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442ab346715530d:0x2105b090d6a65b96!8m2!3d25.0292282!4d121.624855!16s%2Fg%2F11hbq0vql4!19sChIJDVMVZzSrQjQRllum1pCwBSE?authuser=0&hl=zh-TW&rclk=1,山水綠生態公園 兒童遊戲場,4.4,"(1,029)",公園,·,,·,南深路37號,營業中,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjOJXiGriPsbkFy4mJwTC-ECox3PAjH4TbYGIteNcw9PJckYAGGVwX-FUzd-YMDrd9cZGV-uLM69Pqv80eYt-7iAczmKm98Ny8cd9V9WcaA6jlTTh0ZkIRLLZTVDWm5nfKFm5iIg=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""原山豬窟垃圾掩埋場，後改為山水綠生態",公園,"，免費入場及停車，親子遊的好場所。""",· 打烊時間：20:00,,,,
,,,,https://www.google.com/maps/place/%E5%A4%A9%E4%B9%99%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442afdb0d222363:0xdbd228452e1cbdf8!8m2!3d25.104895!4d121.4480481!16s%2Fg%2F11sb0g8cfn!19sChIJYyMiDduvQjQR-L0cLkUo0ts?authuser=0&hl=zh-TW&rclk=1,天乙公園,4.3,(116),公園,·,,·,天乙路81號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymmmXCh78pl58stQSXk9mGiTCKiaHj3M3oWCjQhvHnQviX0YUQUquU6L4dGx20NJU_tmJeiEBt4ImkB2qNbdabonIS7DBnn4U3zZ-urQcxzKCzk40bBsix7c8C1hQdmVUPvUk=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""小",公園,，安全，人不會太多，,,溜滑梯,"好玩，有一些運動設施""",,
,,,,https://www.google.com/maps/place/%E7%AB%B9%E5%9C%8D%E6%B0%91%E7%94%9F%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442af2b0be69373:0x247de7f9278f1147!8m2!3d25.138103!4d121.4631598!16s%2Fg%2F11s1ssnc3n!19sChIJc5PmCyuvQjQRRxGPJ_nnfSQ?authuser=0&hl=zh-TW&rclk=1,竹圍民生公園,4.3,(28),遊樂場,·,,·,251,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaDkJV8VI3OdW7XS4ri4MjKrPpRz_L9fw_t9Yeh0054B5XdCHeBSoStC1IfUeXuJ91AtTvpAk2Ls10PL6H34MrSAKJdqeWAqO0Rk65cmyZp6cVeBsIwER2e6ffV-QVcGW9yeW9=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""很適合小朋友的遊樂場，有螞蟻造型的攀爬架，還有一個很大",溜滑梯,"！""",,,,,
,,,,https://www.google.com/maps/place/%E6%BA%AA%E5%8C%97%E7%94%9F%E6%85%8B%E4%BC%91%E9%96%92%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681d39084dd43f:0xb9ef5c9e218c0fe7!8m2!3d24.989176!4d121.4312106!16s%2Fg%2F1tdbthcv!19sChIJP9RNCDkdaDQR5w-MIZ5c77k?authuser=0&hl=zh-TW&rclk=1,溪北生態休閒公園,4.3,"(3,678)",公園,·,,·,篤行路二段133號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlqCVQeCXNNsTZXmar498D4xS5IFxRtWKgRarpCWaBdeUTALrw7h2gwu6JZ0AdZzKQ0-taSV3z5hZ9ge4SDdf1KKsL0IFN7e_IPVESlljF_Sb36daUKzXLNI7LtwfYP43CBw77=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""粉紅章魚",滑梯,"可愛好玩且各滑道有不同旋轉角度變化。""",設有籃球場和遊樂場的公園,,,,
,,,,https://www.google.com/maps/place/%E4%B8%89%E5%B3%BD%E9%BE%8D%E5%AD%B8%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681c754c157877:0xada5db9ee966f29b!8m2!3d24.9437244!4d121.3773127!16s%2Fg%2F11hd76shcl!19sChIJd3gVTHUcaDQRm_Jm6Z7bpa0?authuser=0&hl=zh-TW&rclk=1,三峽龍學公園,4.4,"(1,127)",公園,·,,·,學成路與號大德路交界,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwH2MtDFSu1R3XbeqFmaHHENegN-_qBxG0dSJ2zv2vPAym5HyQSZd5VMuQJg7HVgm_d200aoJR7Oad18knctLqwznq2ZaQVP2cx_wVGI84fcOEKGTQQziIqqB3ov_DkebuuEYQpKQ=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""有沙坑和",溜滑梯,的小,,公園,"，路邊停車方便，附近步行有餐廳""",,
,,,,https://www.google.com/maps/place/%E8%BF%AA%E5%8C%96%E6%B1%A1%E6%B0%B4%E8%99%95%E7%90%86%E5%BB%A0%E9%99%84%E8%A8%AD%E4%BC%91%E9%96%92%E9%81%8B%E5%8B%95%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a9369305ecd5:0x792b1376753da607!8m2!3d25.0743921!4d121.5102264!16s%2Fg%2F11gz794b5!19sChIJ1ewFkzapQjQRB6Y9dXYTK3k?authuser=0&hl=zh-TW&rclk=1,迪化污水處理廠附設休閒運動公園,4.3,"(1,967)",公園,·,,·,延平北路四段179號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6Dzw7j7Uwuyny1dqdXfqX99yOBWCQxu3ZoVgZr_lM5e4YOSdRfZL1dxoQwKlRPFEd8zhIZ0Bz2OTeGs7Lsz8F6qZhNT1cuMpCpm35GtiTDPcOk2O9GiVraORp_gRq6SfDOvE=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""有球場，小朋友玩的",溜滑梯,"和戲水設施""",,,,,
,,,,https://www.google.com/maps/place/%E6%9D%BF%E6%A9%8B%E5%9B%9B%E7%B6%AD%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a9f610a0d301:0xffa5de8999b44b30!8m2!3d25.025352!4d121.4633838!16s%2Fg%2F1tvrxdmf!19sChIJAdOgEPapQjQRMEu0mYnepf8?authuser=0&hl=zh-TW&rclk=1,板橋四維公園,4.1,"(3,614)",公園,·,,·,陽明街172號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0MV41KjyI0KJRZqOgwVjZKihJ3um0UhU8dpGWSYXQqQ0BRAiNr8wrq5mRvnVto3hQbRQ6bBOj2BtkJxUIEahGO8_NoFSFMAIaCqXox8zJmt1V5umZgHzOWl7ryMmMfZyO_l5S=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""",滑梯,"只有兩個少了一點
沙坑落葉多，待整理乾淨一點
優點是有籃球場""",,,,,
,,,,https://www.google.com/maps/place/%E8%98%86%E6%B4%B2%E7%92%B0%E6%B2%B3%E5%85%AC%E5%9C%92%28%E7%B7%9A%E5%9E%8B%E5%85%AC%E5%9C%92%29/data=!4m7!3m6!1s0x3442af4cf86b268f:0x7d0b2a5f4c7607ea!8m2!3d25.0958188!4d121.4605224!16s%2Fg%2F11f39yc_w2!19sChIJjyZr-EyvQjQR6gd2TF8qC30?authuser=0&hl=zh-TW&rclk=1,蘆洲環河公園(線型公園),4.1,(440),公園,·,,·,中正路509巷509-10號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxh23wahpAIX5Q3Am1FHKGvH-1sd80wjiJMUlhCj1GfJ8cM8CivqzcJQe6cDMw9j2LIppdmAwm9WEzcz0JsB4YwtQfhH_KamVr6zWSTqcEE7RmEU4a6ZG8zHQWujel54f9zTgvY=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""不錯的",公園,，就是敗筆,,溜滑梯,"，腳容易都是沙""",,
,,,,https://www.google.com/maps/place/%E6%A8%82%E6%B4%BB%E5%85%AC%E5%9C%92%E6%8D%B7%E9%81%8B%E4%B8%BB%E9%A1%8C%E5%85%B1%E8%9E%8D%E5%BC%8F%E9%81%8A%E6%A8%82%E8%A8%AD%E6%96%BD/data=!4m7!3m6!1s0x3442a773d63f4ae5:0x671e484c7f5fc227!8m2!3d25.0664254!4d121.3711622!16s%2Fg%2F11fj1rg1_3!19sChIJ5Uo_1nOnQjQRJ8Jff0xIHmc?authuser=0&hl=zh-TW&rclk=1,樂活公園捷運主題共融式遊樂設施,4.3,(98),遊樂場,·,,·,忠孝路616巷26號,營業中,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCR6dDuILT3LNiCAHyk6b9NN6ZsdUoCSFfz1Br2mzMB9HYorSN8989_N5spBgtiQcLmRlUY46N3Q5Mc1ev1jemO7JwxtPzHushcBbQnxxcBkUKnTireaM31WVcdDFy1dQrGe4=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""捷運主題",溜滑梯,，,,溜滑梯,"目前封起來了不開放，周圍步道很適合散步""",,
,,,,https://www.google.com/maps/place/%E7%A6%8F%E6%9E%97%E5%85%AC%E5%9C%92%E5%85%B1%E8%9E%8D%E9%81%8A%E6%88%B2%E5%A0%B4/data=!4m7!3m6!1s0x3442aea23598cf8f:0xbe7fdf9c94740cee!8m2!3d25.0956592!4d121.529945!16s%2Fg%2F11qf_ywckj!19sChIJj8-YNaKuQjQR7gx0lJzff74?authuser=0&hl=zh-TW&rclk=1,福林公園共融遊戲場,4.4,(165),遊樂場,·,,·,中山北路與號福林路交叉口,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuwsfvLn0S46cFpQ-NsAbrzQaoRboMq7x_-o9Al7bqUkg1QuW5E-iqQJX_ujQJMcPbDI9P1sO1ERZWUAqsSG8VLTTn0NODsAZYy8RtxUB64EkBCQSP9fMpbhNHUfPCLEdtirOQRQ=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""福林停車場上之",公園,，新設施的兒童遊戲場，有鞦韆，沙坑，,,滑梯,"。""",,
,,,,https://www.google.com/maps/place/%E6%96%B0%E8%8E%8A%E6%A3%92%E7%90%83%E4%B8%BB%E9%A1%8C%E5%85%B1%E8%9E%8D%E5%BC%8F%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a9317304f22f:0x3e6fed953c560383!8m2!3d25.0422322!4d121.4482094!16s%2Fg%2F11g4hq3km0!19sChIJL_IEczGpQjQRgwNWPJXtbz4?authuser=0&hl=zh-TW&rclk=1,新莊棒球主題共融式公園,4.4,(250),城市公園,·,,·,和興街66號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycdzyFFp63HZJau2s-jjnhQ8O48RnFLO2xfG6AzjP0ZZF7ETvBpV8uAjh2KhoKYb99ALZAadfEnDZ3g-RvWNnbw8rhw3pYYq6T_FF6_ATLHgKzpbGDYD0OfWk03_wykzUHXqO_aQ=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""如同眾多人分享的，
就是有小孩會丟石頭在",溜滑梯,"上""",,,,,
,,,,https://www.google.com/maps/place/%E5%90%8C%E5%AE%89%E8%A6%AA%E5%AD%90%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681fb16deeb2f3:0xc92f395c0c30e1fa!8m2!3d25.0168648!4d121.3016501!16s%2Fg%2F1tf3x33n!19sChIJ87LubbEfaDQR-uEwDFw5L8k?authuser=0&hl=zh-TW&rclk=1,同安親子公園,4.3,"(1,511)",城市公園,·,,·,新埔六街140號,24 小時營業,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""課後小朋友爆炸多的一個",公園,，設施還算多，好玩，,提供遊樂設施的小型綠地,溜滑梯,"設計也很多。""",,
,,,,https://www.google.com/maps/place/%E5%A4%A7%E4%BD%B3%E6%B2%B3%E6%BF%B1%E5%85%AC%E5%9C%92%E5%85%B1%E8%9E%8D%E5%BC%8F%E9%81%8A%E6%A8%82%E5%A0%B4/data=!4m7!3m6!1s0x3442a9553b66f23b:0xf3fa73cb69dcb330!8m2!3d25.0745264!4d121.5349418!16s%2Fg%2F11dxm7tlb1!19sChIJO_JmO1WpQjQRMLPcactz-vM?authuser=0&hl=zh-TW&rclk=1,大佳河濱公園共融式遊樂場,4.5,"(1,443)",公園,·,,·,濱江街101號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSydyMKFGGmj_rh9umoeVF4x2YArmNiW6DA1lW2yEpZTJSKIVDSSTI9ZjJG_jy1yCLyw9mFdEkVjoq7Rq3_y7YsABbiZJ0bwm301Rbd2ipF_IV3qWeQRkEBwjcQ7KsAil2CASToiZw=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""廣場很大適合放風小孩，遊戲區有滑軌可以玩""",,,,,,,
,,,,https://www.google.com/maps/place/%E5%BB%BA%E6%88%90%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a96bea1c5827:0xea84aa56ac1c1b47!8m2!3d25.0543556!4d121.5187464!16s%2Fg%2F155pp9rg!19sChIJJ1gc6mupQjQRRxscrFaqhOo?authuser=0&hl=zh-TW&rclk=1,建成公園,4.3,"(4,634)",公園,·,,·,承德路二段35號號旁,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJu9Xc0_iIvigN0hSyyLxMOjou6eWdR4Tfc1pWxXV4LSzUvcwVnt17CDBKH08siLRcxCLawXWKvyT6uirurrNHpQGO0-XP2JxEhl2Y6RPnp7Lq6xXbl9IbusQEj80XIl18DRVB=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""",公園,面積不算小，有很大的,設有遊樂區和籃球場的都會公園,溜滑梯,"，綠樹成蔭，在樹下涼椅上乘涼很舒適。""",,
,,,,https://www.google.com/maps/place/%E5%BD%A9%E8%99%B9%E5%85%92%E7%AB%A5%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a8b45c018fd9:0xc3ec369e7309170c!8m2!3d25.0885986!4d121.4649822!16s%2Fg%2F1tf2_275!19sChIJ2Y8BXLSoQjQRDBcJc5427MM?authuser=0&hl=zh-TW&rclk=1,彩虹兒童公園,4.2,(363),公園,·,,·,光榮路120巷8弄,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSykcFLRivdNjl4NYYvbcsTVxO9FO62e8th-4RyzFTocygRCTAQzbdGpJabamZyh0pvdK9kZ2IVPtWz1aM-bx8cOveEW7seuPry6_48bp5fZU3aAtPVUk1eoz5r3AirA89jn4XPS=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""有",溜滑梯,"、盪鞦韆、蹺蹺板、搖搖馬等兒童遊樂設施，都是小孩的最愛。""",,,,,
,,,,https://www.google.com/maps/place/%E7%BE%8E%E5%B4%99%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442aebee39b1907:0x45383dce4b2c7773!8m2!3d25.0972582!4d121.5173836!16s%2Fg%2F1v2kv45q!19sChIJBxmb476uQjQRc3csS849OEU?authuser=0&hl=zh-TW&rclk=1,美崙公園,4.3,"(3,540)",公園,·,,·,美崙街152巷16號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSweKwBJBKSsMUh7uQDwKWmUT-RgNRlb8dVs05imFvmljqySNTbfNxwF1gcqWCXNhBzcUC4IKP3wBBbCRP03ZOuzfIwzXb54ycdmvUWYm0LXzRG0Cv0-pYVamtaidqiwLqZlQnKP=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""運載軌道椅：這個區域讓孩子們坐在軌道椅上滑行，感受太空運載工具的刺激。""",,,,,,,
,,,,https://www.google.com/maps/place/%E6%9D%B1%E5%92%8C%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ae7edd902289:0x19ff01e50b222fd0!8m2!3d25.1224372!4d121.5336328!16s%2Fg%2F1tjhvb_s!19sChIJiSKQ3X6uQjQR0C8iC-UB_xk?authuser=0&hl=zh-TW&rclk=1,東和公園,4.3,(997),公園,·,,·,中山北路七段114巷23-13號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkGjhX6Ta4ouAn6koG5s4G_OkXgK8XNVgbAOyyrGfXRG6BGgXNt0ayCSKGK6v6eLUdlJd_HZoDSj9ep09JqfZWyhE4qMJKgn3y_AyNmFf7PM-9VUmJRFQcRYYIEgkyg5RcGBI=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""很棒的",公園,有很大,,的溜滑,"梯 停車也方便""",,
,,,,https://www.google.com/maps/place/%E4%B9%9D%E4%B8%89%E8%A6%AA%E5%AD%90%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a907efad3ed1:0x3d0b9cb5094e4c17!8m2!3d25.0830895!4d121.4783403!16s%2Fg%2F11f77b3x6r!19sChIJ0T6t7wepQjQRF0xOCbWcCz0?authuser=0&hl=zh-TW&rclk=1,九三親子公園,4.3,(93),公園,·,,·,三民路26巷40弄,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5TYkZhAavLuueMUF18PErmIP-jotsge6F_1vDKzalmoW69jtBjKj1ssU-H3Yp9EA5yPIktdYpRufhk8nZ357lGpBleHn_GEzAD5ofJQILRHRgDO_LlnnV28KbiS_yTX7ut0IwQA=w184-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""附近居民放置了很多台車車😂
除",了溜滑,梯,,還,"有溜車車的選擇""",,
,,,,https://www.google.com/maps/place/%E5%A4%A9%E6%AF%8D%E9%81%8B%E5%8B%95%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ae810a87b407:0xf38a2aa01372875d!8m2!3d25.1148777!4d121.5342422!16s%2Fg%2F155r2m6j!19sChIJB7SHCoGuQjQRXYdyE6AqivM?authuser=0&hl=zh-TW&rclk=1,天母運動公園,4.5,"(6,957)",公園,·,,·,忠誠路二段,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrDJ0f9XrDu8BxC-7dRAJrMaHMfAyCBHCT2hkO1nTCQDr0UUj2sMZQafk90OvpSUBjP-Vou9M1hWMuEFYNo4UQeMgnXuuAiu10JAXb3X9DJuZvhddCrotIVdNfWvwDrQGWLNyb=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""... 從幼稚園到",溜滑梯,到成年人喜歡的球場都有，完全符合運動,籃球場、溜冰場與運動遊樂場,公園,"的定義""",,
,,,,https://www.google.com/maps/place/%E9%A2%A8%E7%A6%BE%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681f0961d89e8d:0xbb5d2a426e7c3600!8m2!3d25.0016072!4d121.2912472!16s%2Fg%2F11cr_dbbby!19sChIJjZ7YYQkfaDQRADZ8bkIqXbs?authuser=0&hl=zh-TW&rclk=1,風禾公園,4.4,"(11,402)",公園,·,,·,慈文路688號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyS-UD2VwTtKBkYynvOgMWO6LVP-OMkFs1s0azml_Mm6MTFtGYAkaAOx4hR4w4ja7elwbV4MIjh6_3GJsIgFZjmoXqg0FC3Vnx4IRmatdDSyWVUVDBx9M1I62dB1dgzjnQA6lQh=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""超長",溜滑梯,有開放時間，整個,冒險遊樂場和浮木藝術,公園,"很大，蠻舒適的，很適合親子同遊""",,
,,,,https://www.google.com/maps/place/%E6%9E%97%E5%8F%A3%E2%80%A2%E4%B8%80%E5%93%81%E5%85%AC%E5%9C%92+%28%E6%BB%91%E8%BB%8C%E5%85%AC%E5%9C%92%29/data=!4m7!3m6!1s0x3442a6eeb38fb943:0xe2c2dd8ed5830825!8m2!3d25.0838859!4d121.3828283!16s%2Fg%2F11b7xm3k11!19sChIJQ7mPs-6mQjQRJQiD1Y7dwuI?authuser=0&hl=zh-TW&rclk=1,林口•一品公園 (滑軌公園),4.3,(242),公園,·,,·,中北三街287-309號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBAowWI9Xr-59NPwQ7ncW01jwlXv9tSCZTsulzV9s2NAevJYEVK3xbHi2liNGq3gGk_cQKRfOX6y5VFPdl-uJldsbxfbGeibanff3OSTcazYgi8FGhVG0G594X0ociIUzR_b_Wkw=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""有滑輪超級好玩，大人小孩一起累累哈哈哈哈""",,,,,,,
,,,,https://www.google.com/maps/place/%E4%BA%94%E8%82%A1%E9%AB%94%E5%81%A5%E9%98%B2%E7%81%BD%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442af5096579b83:0xa7f28f705c8b5451!8m2!3d25.1037826!4d121.4536063!16s%2Fg%2F11g01_zrwx!19sChIJg5tXllCvQjQRUVSLXHCP8qc?authuser=0&hl=zh-TW&rclk=1,五股體健防災公園,4.3,(473),城市公園,·,,·,成泰路三段成洲八路,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwOinnYou41BYF37SKnXC4YeWXAcg6xUacmeZcOSXpq68fqNPW72eQoL6aYq45KRqtQvt95AyV3rCCE0-w8sM89p1yp449ctRzKy7Y_OuM_eji0Wf313qxm0aHfMXeOS0Z9Nsk6Vg=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""這個",公園,是我覺得目前台北最好玩的一個，除了滾輪,,溜滑梯,"沒有之外 其他都有了。""",,
,,,,https://www.google.com/maps/place/%E7%99%BD%E9%9B%B2%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442abb8eaa00aaf:0x15aed5f1370f3ec3!8m2!3d25.0466066!4d121.6177325!16s%2Fg%2F11gvzk5pyj!19sChIJrwqg6rirQjQRwz4PN_HVrhU?authuser=0&hl=zh-TW&rclk=1,白雲公園,4.5,"(1,199)",城市公園,·,,·,福山街62巷,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxN2jgUz3jTF25wAUH29O9gL9kr-TKgX1e1pq_hR9bJosNakrtXY1K41XGKqKyKKMpzZWMC4tc30_4rtDtpQSJXzbcYS13JhuFQZF4Fv4v74akGlcezMq5dduKfxdAsMsHz5FzB=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""這裡有九條",溜滑梯,"滑道，可以同時比賽誰先滑到終點。""",,,,,
,,,,https://www.google.com/maps/place/%E6%9E%97%E5%8F%A3%E6%A8%82%E6%B4%BB%E5%85%AC%E5%9C%92%EF%BD%9C%E6%8D%B7%E9%81%8B%E4%B8%BB%E9%A1%8C%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442a71f7c3f417d:0xebcdf6fe58a7e2de!8m2!3d25.0670323!4d121.3693384!16s%2Fg%2F11c30s7ph_!19sChIJfUE_fB-nQjQR3uKnWP72zes?authuser=0&hl=zh-TW&rclk=1,林口樂活公園｜捷運主題公園,4.4,"(2,085)",公園,·,,·,忠孝路616巷27-5號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6bhd0u0dH9lZZ8TUA103ZpC4Di5v-GALex0chB95WnfMnBiweKFCMH0Yc1gHrjT94XB7-Kt8rbjnSA_UwJ6HqT_SaysOh9oaiynr2G1eluz9gAHh4-VDFgqqtNgwx-ZShcd-6Hg=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""傳說中的捷運",溜滑梯,真的很好玩，一邊旋轉梯，一邊高速,,滑梯,"，真的要家長多加留意""",,
,,,,https://www.google.com/maps/place/%E5%A4%A9%E6%AF%8D%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ae7bd982bb1f:0xa336236d8216b6c9!8m2!3d25.1257572!4d121.5304787!16s%2Fg%2F1pv0yzv4!19sChIJH7uC2XuuQjQRybYWgm0jNqM?authuser=0&hl=zh-TW&rclk=1,天母公園,4.4,"(1,866)",公園,·,,·,中山北路七段141巷旁號,24 小時營業,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTn1rNr9pI_N8yc9URRO0YOyKpWkSQnzez8LaNS_OV03GJDZ1ZC1s_ZuVB5tBNum4wuOxjHgMoSuvYFAoR2uTv7Vg7FyHXcVrM8mgo4HrgGNaEMDXB9DZNh1TLkhSrfzTEaP7FGA=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""環境不錯 適合孩子放電的好地","方
溜","滑梯也適合大人孩子一起同滑""",,,,,
